1609781324477	"2000"	"5"	"22"	"1732"	21	"2006"	16	"AA"	"1900"	154	"AUS"	"ORD"	978
1609780997130	"2000"	"6"	"25"	"2126"	66	"2210"	72	"HP"	"597"	164	"MCI"	"PHX"	1044
1609781609708	"2000"	"4"	"20"	"1228"	183	"1507"	209	"DL"	"1470"	99	"ORD"	"CVG"	264
1609781185334	"2000"	"4"	"26"	"1711"	0	"1929"	-17	"AA"	"1933"	198	"DCA"	"DFW"	1192
1609781576184	"2000"	"3"	"12"	"1952"	-3	"2202"	-5	"HP"	"2238"	130	"SEA"	"LAS"	866
1609781154296	"2000"	"11"	"3"	"1807"	7	"1924"	6	"UA"	"1498"	77	"MSP"	"ORD"	334
1609781245897	"2000"	"8"	"14"	"908"	18	"1639"	25	"DL"	"228"	271	"SAN"	"ATL"	1891
1609781066204	"2000"	"12"	"7"	"1242"	-3	"1450"	-7	"DL"	"1884"	128	"ATL"	"ALB"	852
1609781538656	"2000"	"11"	"8"	"1517"	17	"1842"	30	"AA"	"1372"	145	"ORD"	"BOS"	867
1609781402049	"2000"	"8"	"23"	"1138"	62	"1350"	46	"AA"	"1429"	132	"DFW"	"MSP"	852
1609781379029	"2000"	"8"	"18"	"1421"	1	"1742"	17	"DL"	"2514"	201	"TPA"	"BOS"	1185
